id,codigo_curso,area_basica,area_avaliacao,situacao,inicio,nota,universidade,cep,cidade,doutorado,mestrado,info_doutorado,info_mestrado
1090,LITERATURA E CULTURA RUSSA (33002010184P3),LITERATURAS ESTRANGEIRAS MODERNAS,LINGUíSTICA E LITERATURA,EM FUNCIONAMENTO,,,UNIVERSIDADE DE SÃO PAULO,05508900,São Paulo,True,True,"{'situacao': 'EM DESATIVACAO', 'nota': '3', 'codigo': '33002010184D4'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '3', 'codigo': '33002010184M3'}"
1091,ESTÉTICA E HISTÓRIA DA ARTE (33002010185P0),"SOCIAIS, CULTURAS E HUMANIDADES",INTERDISCIPLINAR,EM FUNCIONAMENTO,2000,5,UNIVERSIDADE DE SÃO PAULO,05508900,São Paulo,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33002010185D0'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33002010185M0'}"
1094,BIOINFORMÁTICA (33002010188P9),GENÉTICA,CIÊNCIAS BIOLÓGICAS I,EM FUNCIONAMENTO,2002,4,UNIVERSIDADE DE SÃO PAULO,05508900,São Paulo,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '4', 'codigo': '33002010188D0'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '4', 'codigo': '33002010188M9'}"
1096,ENGENHARIA DE SISTEMAS LOGÍSTICOS (33002010190P3),PLANEJAMENTO E ORGANIZAÇÃO DO SISTEMA DE TRANSPORTE,ENGENHARIAS I,EM FUNCIONAMENTO,2003,5,UNIVERSIDADE DE SÃO PAULO,05508900,São Paulo,False,True,,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33002010190M3'}"
1097,QUIMICA (33002010191P0),QUÍMICA,QUÍMICA,EM FUNCIONAMENTO,1970,7,UNIVERSIDADE DE SÃO PAULO,05508900,São Paulo,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002010191D0'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002010191M0'}"
1098,ENGENHARIA AUTOMOTIVA (33002010192P6),ENGENHARIA MECÂNICA,ENGENHARIAS III,EM DESATIVACAO,,,UNIVERSIDADE DE SÃO PAULO,05508900,São Paulo,False,True,,"{'situacao': 'EM DESATIVACAO', 'nota': '1', 'codigo': '33002010192F9'}"
1101,BIOQUÍMICA (33002029002P8),BIOQUÍMICA,CIÊNCIAS BIOLÓGICAS II,EM FUNCIONAMENTO,1971,6,UNIVERSIDADE DE SÃO PAULO - CAMPUS RIBEIRÃO PRETO,14049900,Ribeirão Preto,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33002029002D9'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33002029002M8'}"
1102,CIÊNCIAS BIOLÓGICAS (FARMACOLOGIA) (33002029003P4),FARMACOLOGIA,CIÊNCIAS BIOLÓGICAS II,EM FUNCIONAMENTO,1970,7,UNIVERSIDADE DE SÃO PAULO - CAMPUS RIBEIRÃO PRETO,14049900,Ribeirão Preto,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002029003D5'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002029003M4'}"
1103,FISIOLOGIA (33002029004P0),FISIOLOGIA,CIÊNCIAS BIOLÓGICAS II,EM FUNCIONAMENTO,1970,7,UNIVERSIDADE DE SÃO PAULO - CAMPUS RIBEIRÃO PRETO,14049900,Ribeirão Preto,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002029004D1'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002029004M0'}"
1104,CIÊNCIAS BIOLÓGICAS (GENÉTICA) (33002029005P7),GENÉTICA,CIÊNCIAS BIOLÓGICAS I,EM FUNCIONAMENTO,1971,6,UNIVERSIDADE DE SÃO PAULO - CAMPUS RIBEIRÃO PRETO,14049900,Ribeirão Preto,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33002029005D8'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33002029005M7'}"
1105,BIOLOGIA CELULAR E MOLECULAR (33002029006P3),BIOLOGIA GERAL,CIÊNCIAS BIOLÓGICAS I,EM FUNCIONAMENTO,1970,6,UNIVERSIDADE DE SÃO PAULO - CAMPUS RIBEIRÃO PRETO,14049900,Ribeirão Preto,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33002029006D4'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33002029006M3'}"
1106,PATOLOGIA (33002029007P0),ANATOMIA PATOLÓGICA E PATOLOGIA CLÍNICA,MEDICINA II,EM FUNCIONAMENTO,1977,5,UNIVERSIDADE DE SÃO PAULO - CAMPUS RIBEIRÃO PRETO,14049900,Ribeirão Preto,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33002029007D0'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33002029007M0'}"
1107,MEDICINA (CLÍNICA CIRÚRGICA) (33002029008P6),CIRURGIA,MEDICINA III,EM FUNCIONAMENTO,1971,5,UNIVERSIDADE DE SÃO PAULO - CAMPUS RIBEIRÃO PRETO,14049900,Ribeirão Preto,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33002029008D7'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33002029008M6'}"
1108,GINECOLOGIA E OBSTETRÍCIA (33002029009P2),GINECOLOGIA E OBSTETRÍCIA,MEDICINA III,EM FUNCIONAMENTO,1971,7,UNIVERSIDADE DE SÃO PAULO - CAMPUS RIBEIRÃO PRETO,14049900,Ribeirão Preto,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002029009D3'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002029009M2'}"
1109,MEDICINA (CLÍNICA MÉDICA) (33002029010P0),CLÍNICA MÉDICA,MEDICINA I,EM FUNCIONAMENTO,1970,7,UNIVERSIDADE DE SÃO PAULO - CAMPUS RIBEIRÃO PRETO,14049900,Ribeirão Preto,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002029010D1'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002029010M0'}"
1110,Saúde Pública (33002029011P7),MEDICINA PREVENTIVA,SAÚDE COLETIVA,EM FUNCIONAMENTO,1971,4,UNIVERSIDADE DE SÃO PAULO - CAMPUS RIBEIRÃO PRETO,14049900,Ribeirão Preto,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '4', 'codigo': '33002029011D8'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '4', 'codigo': '33002029011M7'}"
1111,MEDICINA (NEUROLOGIA) (33002029012P3),NEUROLOGIA,MEDICINA II,EM FUNCIONAMENTO,1971,7,UNIVERSIDADE DE SÃO PAULO - CAMPUS RIBEIRÃO PRETO,14049900,Ribeirão Preto,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002029012D4'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002029012M3'}"
1113,Ciências da Saúde Aplicadas ao Aparelho Locomotor (33002029014P6),ORTOPEDIA,MEDICINA III,EM FUNCIONAMENTO,1974,4,UNIVERSIDADE DE SÃO PAULO - CAMPUS RIBEIRÃO PRETO,14049900,Ribeirão Preto,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '4', 'codigo': '33002029014D7'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '4', 'codigo': '33002029014M6'}"
1114,SAÚDE DA CRIANÇA E DO ADOLESCENTE (33002029015P2),PEDIATRIA,MEDICINA II,EM FUNCIONAMENTO,1971,5,UNIVERSIDADE DE SÃO PAULO - CAMPUS RIBEIRÃO PRETO,14049900,Ribeirão Preto,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33002029015D3'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33002029015M2'}"
1115,ENFERMAGEM PSIQUIÁTRICA (33002029016P9),ENFERMAGEM,ENFERMAGEM,EM FUNCIONAMENTO,1975,5,UNIVERSIDADE DE SÃO PAULO - CAMPUS RIBEIRÃO PRETO,14049900,Ribeirão Preto,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33002029016D0'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33002029016M9'}"
1116,ENFERMAGEM FUNDAMENTAL (33002029017P5),ENFERMAGEM,ENFERMAGEM,EM FUNCIONAMENTO,1979,7,UNIVERSIDADE DE SÃO PAULO - CAMPUS RIBEIRÃO PRETO,14049900,Ribeirão Preto,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002029017D6'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002029017M5'}"
1117,ENTOMOLOGIA (33002029018P1),ZOOLOGIA,BIODIVERSIDADE,EM FUNCIONAMENTO,1980,7,UNIVERSIDADE DE SÃO PAULO - CAMPUS RIBEIRÃO PRETO,14049900,Ribeirão Preto,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002029018D2'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002029018M1'}"
1118,ODONTOLOGIA (REABILITAÇÃO ORAL) (33002029019P8),ODONTOLOGIA,ODONTOLOGIA,EM FUNCIONAMENTO,1983,5,UNIVERSIDADE DE SÃO PAULO - CAMPUS RIBEIRÃO PRETO,14049900,Ribeirão Preto,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33002029019D9'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33002029019M8'}"
1119,PSICOBIOLOGIA (33002029020P6),PSICOBIOLOGIA,PSICOLOGIA,EM FUNCIONAMENTO,1984,6,UNIVERSIDADE DE SÃO PAULO - CAMPUS RIBEIRÃO PRETO,14049900,Ribeirão Preto,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33002029020D7'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33002029020M6'}"
1121,FÍSICA APLICADA À MEDICINA E BIOLOGIA (33002029022P9),RADIOLOGIA MÉDICA,MEDICINA II,EM FUNCIONAMENTO,1986,5,UNIVERSIDADE DE SÃO PAULO - CAMPUS RIBEIRÃO PRETO,14049900,Ribeirão Preto,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33002029022D0'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33002029022M9'}"
1122,CIÊNCIAS FARMACÊUTICAS (33002029023P5),FARMÁCIA,FARMÁCIA,EM FUNCIONAMENTO,1988,7,UNIVERSIDADE DE SÃO PAULO - CAMPUS RIBEIRÃO PRETO,14049900,Ribeirão Preto,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002029023D6'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002029023M5'}"
1125,IMUNOLOGIA BÁSICA E APLICADA (33002029026P4),IMUNOLOGIA,CIÊNCIAS BIOLÓGICAS III,EM FUNCIONAMENTO,1990,7,UNIVERSIDADE DE SÃO PAULO - CAMPUS RIBEIRÃO PRETO,14049900,Ribeirão Preto,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002029026D5'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002029026M4'}"
1126,ENFERMAGEM EM SAÚDE PÚBLICA (33002029027P0),ENFERMAGEM,ENFERMAGEM,EM FUNCIONAMENTO,1991,7,UNIVERSIDADE DE SÃO PAULO - CAMPUS RIBEIRÃO PRETO,14049900,Ribeirão Preto,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002029027D1'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002029027M0'}"
1128,Saúde Mental e Ciências do Comportamento (33002029029P3),PSIQUIATRIA,MEDICINA II,EM FUNCIONAMENTO,1991,7,UNIVERSIDADE DE SÃO PAULO - CAMPUS RIBEIRÃO PRETO,14049900,Ribeirão Preto,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002029029D4'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002029029M3'}"
1129,PSICOLOGIA (33002029030P1),PSICOLOGIA,PSICOLOGIA,EM FUNCIONAMENTO,1995,6,UNIVERSIDADE DE SÃO PAULO - CAMPUS RIBEIRÃO PRETO,14049900,Ribeirão Preto,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33002029030D2'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33002029030M1'}"
1130,QUÍMICA (33002029031P8),QUÍMICA,QUÍMICA,EM FUNCIONAMENTO,1995,6,UNIVERSIDADE DE SÃO PAULO - CAMPUS RIBEIRÃO PRETO,14049900,Ribeirão Preto,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33002029031D9'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33002029031M8'}"
1131,ODONTOLOGIA RESTAURADORA (33002029032P4),ODONTOLOGIA,ODONTOLOGIA,EM FUNCIONAMENTO,1997,6,UNIVERSIDADE DE SÃO PAULO - CAMPUS RIBEIRÃO PRETO,14049900,Ribeirão Preto,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33002029032D5'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33002029032M4'}"
1132,BIOLOGIA COMPARADA (33002029033P0),ZOOLOGIA,BIODIVERSIDADE,EM FUNCIONAMENTO,1998,6,UNIVERSIDADE DE SÃO PAULO - CAMPUS RIBEIRÃO PRETO,14049900,Ribeirão Preto,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33002029033D1'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33002029033M0'}"
1133,ODONTOLOGIA (PERIODONTIA) (33002029034P7),ODONTOLOGIA,ODONTOLOGIA,EM FUNCIONAMENTO,1998,5,UNIVERSIDADE DE SÃO PAULO - CAMPUS RIBEIRÃO PRETO,14049900,Ribeirão Preto,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33002029034D8'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33002029034M7'}"
1134,Odontologia (Odontopediatria e Ortodontia) (33002029035P3),ODONTOLOGIA,ODONTOLOGIA,EM FUNCIONAMENTO,1998,6,UNIVERSIDADE DE SÃO PAULO - CAMPUS RIBEIRÃO PRETO,14049900,Ribeirão Preto,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33002029035D4'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33002029035M3'}"
1135,ADMINISTRAÇÃO DE ORGANIZAÇÕES (33002029036P0),ADMINISTRAÇÃO,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",EM FUNCIONAMENTO,2004,6,UNIVERSIDADE DE SÃO PAULO - CAMPUS RIBEIRÃO PRETO,14049900,Ribeirão Preto,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33002029036D0'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33002029036M0'}"
1136,ECONOMIA (33002029037P6),ECONOMIA,ECONOMIA,EM FUNCIONAMENTO,2004,5,UNIVERSIDADE DE SÃO PAULO - CAMPUS RIBEIRÃO PRETO,14049900,Ribeirão Preto,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33002029037D7'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33002029037M6'}"
1137,OFTALMOLOGIA OTORRINOLARINGOLOGIA E CIR. DE CABEÇA E PESCOÇO (33002029038P2),CIRURGIA,MEDICINA III,EM FUNCIONAMENTO,2003,5,UNIVERSIDADE DE SÃO PAULO - CAMPUS RIBEIRÃO PRETO,14049900,Ribeirão Preto,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33002029038D3'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33002029038M2'}"
1138,ENTOMOLOGIA (33002037001P7),FITOSSANIDADE,CIÊNCIAS AGRÁRIAS I,EM FUNCIONAMENTO,1968,7,UNIVERSIDADE DE SÃO PAULO - ESCOLA SUPERIOR DE AGRICULTURA LUIZ DE QUEIROZ,13418900,Piracicaba,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002037001D8'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002037001M7'}"
1139,AGRONOMIA (FITOPATOLOGIA) (33002037002P3),FITOPATOLOGIA,CIÊNCIAS AGRÁRIAS I,EM FUNCIONAMENTO,1964,7,UNIVERSIDADE DE SÃO PAULO - ESCOLA SUPERIOR DE AGRICULTURA LUIZ DE QUEIROZ,13418900,Piracicaba,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002037002D4'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002037002M3'}"
1140,FITOTECNIA (33002037003P0),FITOTECNIA,CIÊNCIAS AGRÁRIAS I,EM FUNCIONAMENTO,1968,6,UNIVERSIDADE DE SÃO PAULO - ESCOLA SUPERIOR DE AGRICULTURA LUIZ DE QUEIROZ,13418900,Piracicaba,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33002037003D0'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33002037003M0'}"
1141,AGRONOMIA (GENÉTICA E MELHORAMENTO DE PLANTAS) (33002037004P6),AGRONOMIA,CIÊNCIAS AGRÁRIAS I,EM FUNCIONAMENTO,1964,7,UNIVERSIDADE DE SÃO PAULO - ESCOLA SUPERIOR DE AGRICULTURA LUIZ DE QUEIROZ,13418900,Piracicaba,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002037004D7'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002037004M6'}"
1142,AGRONOMIA (MICROBIOLOGIA AGRÍCOLA) (33002037005P2),MICROBIOLOGIA AGRÍCOLA,CIÊNCIAS AGRÁRIAS I,EM FUNCIONAMENTO,1976,5,UNIVERSIDADE DE SÃO PAULO - ESCOLA SUPERIOR DE AGRICULTURA LUIZ DE QUEIROZ,13418900,Piracicaba,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33002037005D3'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33002037005M2'}"
1143,AGRONOMIA (SOLOS E NUTRIÇÃO DE PLANTAS) (33002037006P9),AGRONOMIA,CIÊNCIAS AGRÁRIAS I,EM FUNCIONAMENTO,1964,7,UNIVERSIDADE DE SÃO PAULO - ESCOLA SUPERIOR DE AGRICULTURA LUIZ DE QUEIROZ,13418900,Piracicaba,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002037006D0'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002037006M9'}"
1145,AGRONOMIA (ESTATÍSTICA E EXPERIMENTAÇÃO AGRONÔMICA) (33002037008P1),AGRONOMIA,CIÊNCIAS AGRÁRIAS I,EM FUNCIONAMENTO,1964,5,UNIVERSIDADE DE SÃO PAULO - ESCOLA SUPERIOR DE AGRICULTURA LUIZ DE QUEIROZ,13418900,Piracicaba,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33002037008D2'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33002037008M1'}"
1147,CIÊNCIAS (ECONOMIA APLICADA) (33002037011P2),ECONOMIA AGRÁRIA,ECONOMIA,EM FUNCIONAMENTO,1966,5,UNIVERSIDADE DE SÃO PAULO - ESCOLA SUPERIOR DE AGRICULTURA LUIZ DE QUEIROZ,13418900,Piracicaba,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33002037011D3'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33002037011M2'}"
1148,CIÊNCIA ANIMAL E PASTAGENS (33002037013P5),ZOOTECNIA,ZOOTECNIA / RECURSOS PESQUEIROS,EM FUNCIONAMENTO,1966,7,UNIVERSIDADE DE SÃO PAULO - ESCOLA SUPERIOR DE AGRICULTURA LUIZ DE QUEIROZ,13418900,Piracicaba,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002037013D6'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002037013M5'}"
1150,CIÊNCIA E TECNOLOGIA DE ALIMENTOS (33002037015P8),CIÊNCIA E TECNOLOGIA DE ALIMENTOS,CIÊNCIA DE ALIMENTOS,EM FUNCIONAMENTO,,,USP ( ESCOLA SUPERIOR DE AGRICULTURA LUIZ DE QUEIROZ ),13418900,Piracicaba,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '4', 'codigo': '33002037015D9'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '4', 'codigo': '33002037015M8'}"
1151,FISIOLOGIA BIOQUÍMICA DE PLANTAS (33002037016P4),AGRONOMIA,CIÊNCIAS AGRÁRIAS I,EM FUNCIONAMENTO,1988,5,UNIVERSIDADE DE SÃO PAULO - ESCOLA SUPERIOR DE AGRICULTURA LUIZ DE QUEIROZ,13418900,Piracicaba,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33002037016D5'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33002037016M4'}"
1154,ECOLOGIA APLICADA (33002037020P1),CIÊNCIAS AMBIENTAIS,CIÊNCIAS AMBIENTAIS,EM FUNCIONAMENTO,2001,7,UNIVERSIDADE DE SÃO PAULO - ESCOLA SUPERIOR DE AGRICULTURA LUIZ DE QUEIROZ,13418900,Piracicaba,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002037020D2'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002037020M1'}"
1155,RECURSOS FLORESTAIS (33002037021P8),RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL,CIÊNCIAS AGRÁRIAS I,EM FUNCIONAMENTO,2000,6,UNIVERSIDADE DE SÃO PAULO - ESCOLA SUPERIOR DE AGRICULTURA LUIZ DE QUEIROZ,13418900,Piracicaba,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33002037021D9'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33002037021M8'}"
1156,FÍSICA (33002045002P9),FÍSICA,ASTRONOMIA / FÍSICA,EM FUNCIONAMENTO,1975,7,UNIVERSIDADE DE SÃO PAULO - CAMPUS SÃO CARLOS,13566590,São Carlos,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002045002D0'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002045002M9'}"
1157,MATEMÁTICA (33002045003P5),MATEMÁTICA,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,EM FUNCIONAMENTO,1970,7,UNIVERSIDADE DE SÃO PAULO - CAMPUS SÃO CARLOS,13566590,São Carlos,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002045003D6'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002045003M5'}"
1158,CIÊNCIAS DA COMPUTAÇÃO E MATEMÁTICA COMPUTACIONAL (33002045004P1),CIÊNCIA DA COMPUTAÇÃO,COMPUTAÇÃO,EM FUNCIONAMENTO,1974,7,UNIVERSIDADE DE SÃO PAULO - CAMPUS SÃO CARLOS,13566590,São Carlos,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002045004D2'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002045004M1'}"
1162,ENGENHARIA HIDRÁULICA E SANEAMENTO (33002045008P7),ENGENHARIA SANITÁRIA,ENGENHARIAS I,EM FUNCIONAMENTO,1970,7,UNIVERSIDADE DE SÃO PAULO - CAMPUS SÃO CARLOS,13566590,São Carlos,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002045008D8'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002045008M7'}"
1163,GEOTECNIA (33002045009P3),ENGENHARIA CIVIL,ENGENHARIAS I,EM FUNCIONAMENTO,1977,5,UNIVERSIDADE DE SÃO PAULO - CAMPUS SÃO CARLOS,13566590,São Carlos,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33002045009D4'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '5', 'codigo': '33002045009M3'}"
1164,ENGENHARIA ELÉTRICA (33002045010P1),ENGENHARIA ELÉTRICA,ENGENHARIAS IV,EM FUNCIONAMENTO,1975,7,UNIVERSIDADE DE SÃO PAULO - CAMPUS SÃO CARLOS,13566590,São Carlos,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002045010D2'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002045010M1'}"
1165,ENGENHARIA MECÂNICA (33002045011P8),ENGENHARIA MECÂNICA,ENGENHARIAS III,EM FUNCIONAMENTO,1970,7,UNIVERSIDADE DE SÃO PAULO - CAMPUS SÃO CARLOS,13566590,São Carlos,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002045011D9'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '7', 'codigo': '33002045011M8'}"
1167,ENGENHARIA DE TRANSPORTES (33002045013P0),ENGENHARIA DE TRANSPORTES,ENGENHARIAS I,EM FUNCIONAMENTO,1973,6,UNIVERSIDADE DE SÃO PAULO - CAMPUS SÃO CARLOS,13566590,São Carlos,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33002045013D1'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33002045013M0'}"
1168,ARQUITETURA E URBANISMO (33002045014P7),ARQUITETURA E URBANISMO,"ARQUITETURA, URBANISMO E DESIGN",EM FUNCIONAMENTO,1971,6,UNIVERSIDADE DE SÃO PAULO - CAMPUS SÃO CARLOS,13566590,São Carlos,True,True,"{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33002045014D8'}","{'situacao': 'EM FUNCIONAMENTO', 'nota': '6', 'codigo': '33002045014M7'}"
